pl_rade,pl_orbper,pl_orbsmax,pl_eqt,pl_dens,st_teff,st_lum,st_met,habitability_score,stellar_compatibility,orbital_stability,star_F,star_G,star_K,target
2.37,44.373,0.23735,288.0,1.3275000000000001,5250.0,-0.08333499999999999,0.23500000000000004,0.41933180483121174,0.46248293106450333,0.28521839751398625,False,True,False,0
2.37,44.38,0.237,288.0,1.3275000000000001,5250.0,-0.08333499999999999,0.23500000000000004,0.4193036476189083,0.46248293106450333,0.2851621169248716,False,True,False,0
2.37,44.3936,0.247,288.0,1.3275000000000001,5198.0,-0.08333499999999999,0.23500000000000004,0.4201125680046404,0.4623983366783169,0.2867800234380739,False,False,True,0
2.37,44.4175,0.241376,288.0,1.3275000000000001,5591.68,-0.08333499999999999,0.0168,0.41965649915628983,0.4642069806070106,0.2858680012862819,False,True,False,0
2.37,44.3989,0.2373,288.0,1.3275000000000001,5172.0,-0.08333499999999999,0.23500000000000004,0.41932778168771506,0.4623614747093774,0.285210476425671,False,False,True,0
2.37,44.3787,0.238,288.0,1.3275000000000001,5250.0,-0.08333499999999999,0.23500000000000004,0.41938412647453766,0.46248293106450333,0.28532306835228455,False,True,False,0
2.37,43.93,0.24,288.0,1.3275000000000001,5591.68,-0.08333499999999999,0.0168,0.4195453585455314,0.4642069806070106,0.2856433666311954,False,True,False,0
2.37,44.3827,0.2432,288.0,1.3275000000000001,5317.89,-0.08333499999999999,0.23500000000000004,0.41980409343541375,0.4626220914426473,0.28616302160910867,False,True,False,0
2.37,61.03944540249999,2.36725,288.0,1.3275000000000001,5317.89,-0.08333499999999999,0.23500000000000004,0.3831076767321499,0.4626220914426473,0.2128551017689277,False,True,False,0
2.37,61.03944540249999,2.36725,288.0,1.3275000000000001,5591.68,-0.08333499999999999,0.0168,0.3831076767321499,0.4642069806070106,0.2128551017689277,False,True,False,0
2.37,61.03944540249999,2.36725,288.0,1.3275000000000001,5591.68,-0.08333499999999999,0.0168,0.3831076767321499,0.4642069806070106,0.2128551017689277,False,True,False,0
2.37,61.03944540249999,2.36725,288.0,1.3275000000000001,5250.0,-0.08333499999999999,0.23500000000000004,0.3831076767321499,0.46248293106450333,0.2128551017689277,False,True,False,0
2.37,61.03944540249999,2.36725,288.0,1.3275000000000001,5172.0,-0.08333499999999999,0.23500000000000004,0.3831076767321499,0.4623614747093774,0.2128551017689277,False,False,True,0
2.37,61.03944540249999,2.36725,288.0,1.3275000000000001,5591.68,-0.08333499999999999,0.23500000000000004,0.3831076767321499,0.4642069806070106,0.2128551017689277,False,True,False,0
2.37,61.03944540249999,2.36725,288.0,1.3275000000000001,5591.68,-0.08333499999999999,0.0168,0.3831076767321499,0.4642069806070106,0.2128551017689277,False,True,False,0
2.37,61.03944540249999,2.36725,288.0,1.3275000000000001,5250.0,-0.08333499999999999,0.23500000000000004,0.3831076767321499,0.46248293106450333,0.2128551017689277,False,True,False,0
2.37,61.03944540249999,2.36725,288.0,1.3275000000000001,5250.0,-0.08333499999999999,0.23500000000000004,0.3831076767321499,0.46248293106450333,0.2128551017689277,False,True,False,0
2.37,61.03944540249999,2.36725,288.0,1.3275000000000001,5250.0,-0.08333499999999999,0.23500000000000004,0.3831076767321499,0.46248293106450333,0.2128551017689277,False,True,False,0
2.37,61.03944540249999,2.36725,288.0,1.3275000000000001,5198.0,-0.08333499999999999,0.23500000000000004,0.3831076767321499,0.4623983366783169,0.2128551017689277,False,False,True,0
2.08,0.7365437,0.01544,1315.5,1.3275000000000001,5234.0,-0.08333499999999999,0.23500000000000004,0.0,0.46245518267304286,0.253313890482189,False,True,False,0
2.37,0.7365515,0.015690907,288.0,1.3275000000000001,5591.68,-0.08333499999999999,0.0168,0.40348834041954346,0.4642069806070106,0.25334574783054087,False,True,False,0
1.92,10.39990194,0.01544,288.0,1.3275000000000001,5250.0,-0.08333499999999999,0.23500000000000004,0.5159724117599833,0.46248293106450333,0.25335108937279494,False,True,False,0
2.37,10.39990194,1.0,288.0,1.3275000000000001,5250.0,-0.08333499999999999,0.23500000000000004,0.5274999040000767,0.46248293106450333,0.501406073852982,False,True,False,0
1.897,0.737,1.0,288.0,1.3275000000000001,5172.0,-0.08333499999999999,0.23500000000000004,0.6457499040000767,0.4623614747093774,0.501368876672425,False,False,True,1
2.0,0.73654,0.01583,288.0,1.3275000000000001,5591.68,-0.08333499999999999,0.0168,0.49599717237929836,0.4642069806070106,0.25336341170695287,False,True,False,0
2.37,0.7365445,0.01583,288.0,1.3275000000000001,5317.89,-0.08333499999999999,0.23500000000000004,0.40349717237929833,0.4626220914426473,0.2533634117238172,False,True,False,0
2.173,0.736546,0.01583,288.0,1.3275000000000001,5250.0,-0.08333499999999999,0.23500000000000004,0.45274717237929835,0.46248293106450333,0.25336341172943866,False,True,False,0
2.37,0.736546,0.016,288.0,1.3275000000000001,5198.0,-0.08333499999999999,0.23500000000000004,0.4035079685162058,0.4623983366783169,0.25338500400325364,False,False,True,0
2.37,0.7365478,0.015439,288.0,1.3275000000000001,5250.0,-0.08333499999999999,0.23500000000000004,0.4034723482837244,0.46248293106450333,0.2533137635450366,False,True,False,0
